ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,DonationSource,PaymentType,PaymentDescription,Value,ReceivedDate,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Link,Updated_2
12995,"Beaver Metals & Metallic Extractors - £10,000.00",,2025-07-25,2025-07-25,,Donations and other support (including loans) for activities as an MP,1211,Sir Andrew Mitchell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,,10000.00,,,,True,Beaver Metals & Metallic Extractors,"Beaver Metals & Metallic Extractors Ltd, Marsh Lane, Water Orton, Birmingham, B46 1NS",Company,Beaver Metals & Metallic Extractors,,00510565,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12995,
12997,"Fergus Hall - £10,000.00",,2025-07-25,2025-07-25,,Donations and other support (including loans) for activities as an MP,4320,Robert Jenrick,(b) Any other support not included in Category 2(a),Monetary,,10000.00,2025-07-23,2025-07-23,,True,Fergus Hall,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12997,
9172,"L. Bennett & Son Limited - £3,790.99",,2025-07-24,2025-07-24,,Donations and other support (including loans) for activities as an MP,4804,Mr Gagan Mohindra,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,In kind,Printing and delivery of leaflet,3790.99,,,,True,L. Bennett & Son Limited,"3 Prime Point, Bessemer Road, Welwyn Garden City, Hertfordshire AL7 1HU",Company,L. Bennett & Son Limited,,01030722,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/9172,
12991,"Chevening Industries Limited - £11,705.27",,2025-07-24,2025-07-24,,Donations and other support (including loans) for activities as an MP,4484,Alan Mak,(b) Any other support not included in Category 2(a),In kind,"Sponsorship of dinner marking my 10 years as an MP (venue hire, catering and related costs). Paid direct to venue.",11705.27,2025-06-30,2025-06-30,,True,Chevening Industries Limited,"James Cowper Kreston, 8th Floor South, Reading Bridge House, George Street, Reading, RG1 8LS",Company,Chevening Industries Limited,,04332266,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12991,
12882,"Google UK Ltd - £2,908.02",,2025-07-23,2025-07-23,,Donations and other support (including loans) for activities as an MP,5290,Leigh Ingham,(b) Any other support not included in Category 2(a),In kind,Hospitality as a guest of YouTube at Glastonbury Festival 2025,2908.02,2025-06-27,2025-06-27,,True,Google UK Ltd,"1-13 St Giles High St, London WC2H 8AG",Company,Google UK Ltd,,03977902,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12882,
12981,"Google UK Ltd - £2,908.02",,2025-07-23,2025-07-23,,Donations and other support (including loans) for activities as an MP,5172,Dan Aldridge,(b) Any other support not included in Category 2(a),In kind,Hospitality as a guest of YouTube at Glastonbury Festival 2025,2908.02,2025-06-27,2025-06-27,,True,Google UK Ltd,"1-13 St Giles High Street, London, WC2H 8AG",Company,Google UK Ltd,,03977902,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12981,
12977,"SME4Labour Ltd - £1,500.00",,2025-07-23,2025-07-23,,Donations and other support (including loans) for activities as an MP,5136,Imogen Walker,(b) Any other support not included in Category 2(a),In kind,"Event space, wine and canapes.

Shared with Gregor Poynton.",1500.00,2025-06-23,2025-06-23,,False,SME4Labour Ltd,"Flat 80
County Hall North Block
5 Chicheley Street
London
England
SE1 7PN",Company,SME4Labour Ltd,,10685562,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12977,
12968,"SME4Labour LTD - £1,500.00",,2025-07-22,2025-07-22,,Donations and other support (including loans) for activities as an MP,5167,Gregor Poynton,(b) Any other support not included in Category 2(a),In kind,"In-kind support including event space, wine and canapés. This support is shared between Imogen Walker MP and me.",1500.00,2025-06-23,2025-06-23,,False,SME4Labour LTD,"Flat 80 County Hall North Block, 5 Chicheley Street, London, England, SE1 7PN",Company,SME4Labour LTD,,10685562,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12968,
12967,"Strand Partners - £2,000.00",,2025-07-22,2025-07-22,,Donations and other support (including loans) for activities as an MP,5167,Gregor Poynton,(b) Any other support not included in Category 2(a),Monetary,"Support for an event, which included 8 tickets with the total market value of £800. The support was split between Imogen Walker MP and me.",2000.00,2025-07-17,2025-07-17,,False,Strand Partners,"5 Technology Park, Colindeep Lane, Colindale, London, United Kingdom, NW9 6BX",Company,Strand Partners,,13797289,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12967,
12961,"Andeep Mangal - £2,500.00",,2025-07-22,2025-07-22,,Donations and other support (including loans) for activities as an MP,3914,Shabana Mahmood,(b) Any other support not included in Category 2(a),Monetary,,2500.00,2025-07-17,2025-07-17,,True,Andeep Mangal,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12961,
12973,"Sir Trevor Chinn - £1,250.00",,2025-07-22,2025-07-22,,Donations and other support (including loans) for activities as an MP,5360,David Pinto-Duschinsky,(b) Any other support not included in Category 2(a),Monetary,,1250.00,2025-04-01,2025-04-01,,True,Sir Trevor Chinn,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12973,
12974,"Sir Trevor Chinn - £1,250.00",,2025-07-22,2025-07-22,,Donations and other support (including loans) for activities as an MP,5360,David Pinto-Duschinsky,(b) Any other support not included in Category 2(a),Monetary,,1250.00,2025-06-19,2025-07-18,,True,Sir Trevor Chinn,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12974,
12938,"Bawtry Farms Ltd - £5,000.00",,2025-07-19,2025-07-19,,Donations and other support (including loans) for activities as an MP,5105,Jo White,(b) Any other support not included in Category 2(a),Monetary,The provision of Jo White MP's Parliamentary Summer School for children and young people from Bassetlaw.,5000.00,2025-07-02,2025-07-02,,True,Bawtry Farms Ltd,"Serlby Hall, Serlby, Bawtry, Nottinghamshire, DN10 6BA",Company,Bawtry Farms Ltd,,03443510,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12938,
12929,"James Stewart - £3,500.00",,2025-07-18,2025-07-18,,Donations and other support (including loans) for activities as an MP,1512,David Mundell,(b) Any other support not included in Category 2(a),Monetary,,3500.00,2025-07-14,2025-07-14,,True,James Stewart,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12929,
12926,"David Swift - £5,000.00",,2025-07-18,2025-07-18,,Donations and other support (including loans) for activities as an MP,5158,Rupert Lowe,(b) Any other support not included in Category 2(a),Monetary,"This donation was raised by a Crowdfunder in Rupert's name, paid out directly to the Rape Gang Inquiry CIC.",5000.00,2025-06-23,2025-06-23,,True,David Swift,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12926,
12925,"Peter Lawery - £5,000.00",,2025-07-18,2025-07-18,,Donations and other support (including loans) for activities as an MP,5158,Rupert Lowe,(b) Any other support not included in Category 2(a),Monetary,Donation to the Rape Gang Inquiry,5000.00,2025-06-23,2025-06-23,,True,Peter Lawery,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12925,
12927,"Christopher Newman - £5,000.00",,2025-07-18,2025-07-18,,Donations and other support (including loans) for activities as an MP,5158,Rupert Lowe,(b) Any other support not included in Category 2(a),Monetary,,5000.00,2025-06-23,2025-06-23,,True,Christopher Newman,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12927,
12928,"Munish Sharma - £2,000.00",,2025-07-18,2025-07-18,,Donations and other support (including loans) for activities as an MP,5158,Rupert Lowe,(b) Any other support not included in Category 2(a),Monetary,,2000.00,2025-06-23,2025-06-23,,True,Munish Sharma,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12928,
12933,UB Healthcare Ltd - £300.00,,2025-07-18,2025-07-18,,Donations and other support (including loans) for activities as an MP,5197,Dr Neil Shastri-Hurst,(b) Any other support not included in Category 2(a),Monetary,Sponsorship towards the costs of my upcoming Pensioners' Fair,300.00,2025-07-18,2025-07-18,,True,UB Healthcare Ltd,"Office 716 Highlands Road, Shirley, Solihull, England, B90 4ND",Company,UB Healthcare Ltd,,13950973,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12933,
12935,"Lord Philip Harris - £25,000.00",,2025-07-18,2025-07-18,,Donations and other support (including loans) for activities as an MP,4780,Laura Trott,(b) Any other support not included in Category 2(a),Monetary,,25000.00,2025-07-14,2025-07-14,,True,Lord Philip Harris,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12935,
12607,"Palace Yard Events Ltd - £18,000.00",,2025-07-16,2025-07-16,,Donations and other support (including loans) for activities as an MP,5105,Jo White,(b) Any other support not included in Category 2(a),In kind,Services of staff,18000.00,2025-06-11,2025-06-11,,True,Palace Yard Events Ltd,"Audley House, 13 Palace Street, London SW1E 5HX",Company,Palace Yard Events Ltd,,14294995,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12607,
12886,"Mark Adlestone - £2,500.00",,2025-07-16,2025-07-16,,Donations and other support (including loans) for activities as an MP,5115,Jon Pearce,(b) Any other support not included in Category 2(a),Monetary,,2500.00,2025-06-26,2025-07-14,,True,Mark Adlestone,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12886,
12895,"Manjit Jhooty - £2,500.00",,2025-07-15,2025-07-15,,Donations and other support (including loans) for activities as an MP,3914,Shabana Mahmood,(b) Any other support not included in Category 2(a),Monetary,,2500.00,2025-07-10,2025-07-10,,True,Manjit Jhooty,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12895,
12896,"Cressida Pollock and Danny Luhde-Thompson - £10,000.00",,2025-07-15,2025-07-15,,Donations and other support (including loans) for activities as an MP,5033,Josh MacAlister,(b) Any other support not included in Category 2(a),Monetary,,10000.00,2025-07-11,2025-07-11,,True,Cressida Pollock and Danny Luhde-Thompson,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12896,
12901,"Lord (David) Sainsbury - £20,000.00",,2025-07-15,2025-07-15,,Donations and other support (including loans) for activities as an MP,5033,Josh MacAlister,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,,20000.00,,,,True,Lord (David) Sainsbury,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12901,
12902,"David Smyth - £2,500.00",,2025-07-15,2025-07-15,,Donations and other support (including loans) for activities as an MP,4484,Alan Mak,(b) Any other support not included in Category 2(a),Monetary,,2500.00,2025-07-15,2025-07-15,,True,David Smyth,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12902,
12876,"Mrs Barbara Hilton - £2,000.00",,2025-07-11,2025-07-11,,Donations and other support (including loans) for activities as an MP,5340,Jack Rankin,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,To support my political efforts through Windsor Conservative Association,2000.00,,,,True,Mrs Barbara Hilton,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12876,
12802,"Patrick Foster - £5,000.00",,2025-07-11,2025-07-11,,Donations and other support (including loans) for activities as an MP,5263,Alex Brewer,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,(monthly donations of £500 between January and October 2025),5000.00,,,,True,Patrick Foster,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12802,
12878,"Damon de Laszlo - £5,000.00",,2025-07-11,2025-07-11,,Donations and other support (including loans) for activities as an MP,4484,Alan Mak,(b) Any other support not included in Category 2(a),Monetary,,5000.00,2025-07-10,2025-07-10,,True,Damon de Laszlo,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12878,
12847,"Yan Huo - £20,000.00",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,4484,Alan Mak,(b) Any other support not included in Category 2(a),Monetary,,20000.00,2025-07-08,2025-07-08,,True,Yan Huo,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12847,
12845,"John James - £2,500.00",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,5072,Mr Andrew Snowden,(b) Any other support not included in Category 2(a),Monetary,,2500.00,2025-07-07,2025-07-07,,True,John James,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12845,
12846,"Chris Wood - £17,500.00",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,4484,Alan Mak,(b) Any other support not included in Category 2(a),Monetary,,17500.00,2025-07-07,2025-07-07,,True,Chris Wood,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12846,
12837,"Laurent Sartran - £8,000.00",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,5158,Rupert Lowe,(b) Any other support not included in Category 2(a),Monetary,Donation to the Rape Gang Inquiry,8000.00,2025-06-23,2025-06-23,,True,Laurent Sartran,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12837,
12840,"Benyamin Naeem Habib - £5,000.00",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,5158,Rupert Lowe,(b) Any other support not included in Category 2(a),Monetary,Donation to the Rape Gang Inquiry,5000.00,2025-06-23,2025-06-23,,True,Benyamin Naeem Habib,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12840,
12838,"Derek Holder - £5,000.00",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,5158,Rupert Lowe,(b) Any other support not included in Category 2(a),Monetary,Donation to the Rape Gang Inquiry,5000.00,2025-06-23,2025-06-23,,True,Derek Holder,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12838,
12841,"Hepburn Bio Care Ltd - £5,000.00",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,5158,Rupert Lowe,(b) Any other support not included in Category 2(a),Monetary,Donation to the Rape Gang Inquiry,5000.00,2025-06-23,2025-06-23,,True,Hepburn Bio Care Ltd,"8 Ashwood Gardens, Southampton, SO16 7LF",Company,Hepburn Bio Care Ltd,,05539168,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12841,
12849,"Sue Bishop - £2,000.00",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,5219,Mike Martin,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,,2000.00,,,,True,Sue Bishop,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12849,
12852,"Best for Britain Ltd - £33,542.32",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,5061,Andrew Lewin,(b) Any other support not included in Category 2(a),In kind,"secretariat, meeting room and meeting catering, research, graphic design, printing, transcription and communication services provided to the members of the UK Trade and Business Commission of which I am chair, to an estimated value of £33,542.32 for the period 1st July 2025 to 30th September 2025.",33542.32,2025-07-01,2025-07-01,2025-09-30,True,Best for Britain Ltd,"International House, 36-38 Cornhill, London EC3V 3NG",Company,Best for Britain Ltd,,10436078,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12852,
12842,"Margaret Hepburn - £5,000.00",,2025-07-09,2025-07-09,,Donations and other support (including loans) for activities as an MP,5158,Rupert Lowe,(b) Any other support not included in Category 2(a),Monetary,Donation to the Rape Gang Inquiry,5000.00,2025-06-23,2025-06-23,,True,Margaret Hepburn,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12842,
12821,Dominic Mathon - £800.00,,2025-07-07,2025-07-08,,Donations and other support (including loans) for activities as an MP,5219,Mike Martin,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,,800.00,,,,True,Dominic Mathon,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12821,
12787,"Homes for Britain Ltd - £5,000.00",,2025-07-08,2025-07-08,,Donations and other support (including loans) for activities as an MP,4979,Andrew Western,(b) Any other support not included in Category 2(a),In kind,"Homes for Britain Ltd have arranged for 12 monthly payments (of £416.66) to the communications consultancy 411 Communications Ltd, for social media advice and support for one year until May 2026",5000.00,2025-06-18,2025-06-18,2026-05-18,True,Homes for Britain Ltd,"12 Old Bond Street, London W1S 4PW",Company,Homes for Britain Ltd,,17424694,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12787,
12813,"Stanley Fink - £5,000.00",,2025-07-06,2025-07-07,,Donations and other support (including loans) for activities as an MP,4484,Alan Mak,(b) Any other support not included in Category 2(a),Monetary,,5000.00,2025-07-06,2025-07-06,,True,Stanley Fink,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12813,
12816,"CEME - £2,100.00",,2025-07-07,2025-07-07,,Donations and other support (including loans) for activities as an MP,5272,Margaret Mullane,(b) Any other support not included in Category 2(a),In kind,"CEME hosted for me, as requested by the DWP to host a Job Fair. To enable residents out of work to gain employment",2100.00,2025-07-04,2025-07-04,,True,CEME,"CEME Business Campus, Marsh Way, Rainham, Essex RM13 8EU",Company,CEME,,07115923,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12816,
12800,"Glass Express Midlands Ltd - £7,500.00",,2025-07-04,2025-07-04,,Donations and other support (including loans) for activities as an MP,1211,Sir Andrew Mitchell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,,7500.00,,,,True,Glass Express Midlands Ltd,"Unit 9, Union Road, Oldbury, B69 3EX",Company,Glass Express Midlands Ltd,,06465299,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12800,
12801,"Ahmed Hindawi - £5,000.00",,2025-07-04,2025-07-04,,Donations and other support (including loans) for activities as an MP,5343,Mr Joshua Reynolds,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,,5000.00,,,,True,Ahmed Hindawi,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12801,
12777,"Leonard and Judith Licht - £30,000.00",,2025-07-02,2025-07-02,,Donations and other support (including loans) for activities as an MP,5340,Jack Rankin,(b) Any other support not included in Category 2(a),Monetary,,30000.00,2025-07-01,2025-07-01,,True,Leonard and Judith Licht,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12777,
12727,"Aid Alliance - £1,600.00",,2025-06-27,2025-06-30,,Donations and other support (including loans) for activities as an MP,1211,Sir Andrew Mitchell,(b) Any other support not included in Category 2(a),In kind,The services of a Policy Adviser for up to 2 days per week from 1st June to 30th June,1600.00,2025-06-01,2025-06-01,2025-06-30,True,Aid Alliance,"8 All Saints Street, London N1 9RL",Company,Aid Alliance,,Company Registration No. 03395681 Registered Charity No. 1068839,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12727,
12762,"Sir Trevor Chinn - £2,500.00",,2025-06-30,2025-06-30,,Donations and other support (including loans) for activities as an MP,1171,Liam Byrne,(b) Any other support not included in Category 2(a),Monetary,,2500.00,2025-06-16,2025-06-16,,True,Sir Trevor Chinn,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12762,
12739,"Royal British Legion Trading Ltd - £3,750.00",,2025-06-29,2025-06-29,,Donations and other support (including loans) for activities as an MP,5194,Steve Yemm,(b) Any other support not included in Category 2(a),In kind,"The Royal British Legion supported the cost of a Parliamentary Reception to promote the Armed Forces Covenant which was sponsored by my office, the RBL and the MOD Armed Forces Covenant Team. The aim of the reception was to promote the covenant to MPs, Peers and others in the House of Commons.",3750.00,2025-06-04,2025-06-04,,True,Royal British Legion Trading Ltd,"Haig House, 199 Borough High Street,  London SE1 1AA",Company,Royal British Legion Trading Ltd,,04783730,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12739,
12730,"Michael Craven - £5,000.00",,2025-06-27,2025-06-27,,Donations and other support (including loans) for activities as an MP,5060,Josh Simons,(b) Any other support not included in Category 2(a),Monetary,To support my work as a Member of Parliament,5000.00,2025-06-04,2025-06-04,,True,Michael Craven,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12730,
12714,"Durham Group Estates - £5,000.00",,2025-06-26,2025-06-26,,Donations and other support (including loans) for activities as an MP,4776,Munira Wilson,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,For my work as MP for Twickenham,5000.00,,,,True,Durham Group Estates,"Portland House, Belmont Business Park, Durham DH1 1TW",Company,Durham Group Estates,,04940414,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12714,
12724,"Hilary Stone - £2,000.00",,2025-06-26,2025-06-26,,Donations and other support (including loans) for activities as an MP,5070,Lisa Smart,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,,2000.00,,,,True,Hilary Stone,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12724,
12705,"Kelliher Insurance Group - £5,000.00",,2025-06-24,2025-06-25,,Donations and other support (including loans) for activities as an MP,4358,Wendy Morton,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,,5000.00,,,,True,Kelliher Insurance Group,"5th Floor, 40 Lime Street, London EC3M 7AW",Company,Kelliher Insurance Group,,05648669,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12705,
12710,"Trevor Chinn - £2,500.00",,2025-06-25,2025-06-25,,Donations and other support (including loans) for activities as an MP,5204,Sarah Sackman,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Monetary,,2500.00,,,,True,Trevor Chinn,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12710,
12660,"J.C. Bamford Excavators Limited - £150,000.00",,2025-06-23,2025-06-24,,Donations and other support (including loans) for activities as an MP,4597,Mrs Kemi Badenoch,(b) Any other support not included in Category 2(a),Monetary,,150000.00,2025-06-06,2025-06-06,,True,J.C. Bamford Excavators Limited,"Lakeside Works, Rocester, Uttoxeter, ST14 5JP",Company,J.C. Bamford Excavators Limited,,00561597,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12660,
12680,"Outward Capital LLP - £1,641.32",,2025-06-22,2025-06-23,,Donations and other support (including loans) for activities as an MP,4484,Alan Mak,(b) Any other support not included in Category 2(a),In kind,"Sponsorship of science and technology sector stakeholders reception (room hire, refreshments and related costs), for duties related to my role as Shadow Secretary of State for Science, Innovation and Technology",1641.32,2025-06-11,2025-06-11,,True,Outward Capital LLP,"c/o Gowling WLG (UK) LLP, 4 More London Riverside, London SE1 2AU",Limited Liability Partnership,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12680,
